class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,abombada,escamosa,marrón,ninguna,ninguno,libre,apretado,angosto,blanco,ensanchándose,bulboso,fibrosa,fibrosa,blanco,marrón,parcial,blanco,uno,efímero,blanco,varias,hojas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
comestible,plana,lisa,rosa,magulladuras,ninguno,libre,cercano,ancho,rojo,ensanchándose,ausente,lisa,lisa,blanco,blanco,parcial,blanco,dos,efímero,blanco,agrupada,desechos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
comestible,abombada,lisa,rosa,magulladuras,ninguno,libre,cercano,ancho,rojo,ensanchándose,ausente,lisa,lisa,blanco,rojo,parcial,blanco,dos,efímero,blanco,agrupada,desechos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
comestible,plana,escamosa,gris,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,rosa,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
comestible,convexa,escamosa,verde,ninguna,ninguno,libre,cercano,angosto,rosa,ensanchándose,ausente,lisa,fibrosa,blanco,blanco,parcial,blanco,uno,extendido,chocolate,varias,bosques
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,marrón,ninguna,especiado,libre,cercano,angosto,marrón claro,afinándose,ausente,sedosa,lisa,blanco,blanco,parcial,blanco,uno,efímero,blanco,varias,senderos
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,abombada,escamosa,marrón,ninguna,ninguno,libre,cercano,angosto,blanco,ensanchándose,ausente,sedosa,escamosa,blanco,marrón,parcial,blanco,uno,efímero,blanco,varias,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,gris,rosa,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,lisa,marrón claro,magulladuras,fétido,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
comestible,convexa,lisa,rojo,magulladuras,ninguno,libre,cercano,ancho,rojo,ensanchándose,ausente,lisa,lisa,blanco,rojo,parcial,blanco,dos,efímero,blanco,agrupada,desechos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,campana,escamosa,blanco,magulladuras,ninguno,libre,apretado,angosto,blanco,ensanchándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,blanco,agrupada,hojas
venenoso,plana,lisa,marrón claro,magulladuras,fétido,libre,cercano,ancho,chocolate,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,varias,urbano
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,lisa,blanco,magulladuras,fétido,libre,cercano,ancho,blanco,afinándose,bulboso,fibrosa,fibrosa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
comestible,plana,escamosa,gris,magulladuras,ninguno,libre,cercano,ancho,marrón,afinándose,bulboso,lisa,lisa,gris,rosa,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,convexa,escamosa,marrón,ninguna,a pescado,libre,cercano,angosto,marrón claro,afinándose,ausente,lisa,sedosa,blanco,rosa,parcial,blanco,uno,efímero,blanco,varias,bosques
